word,translation,freq,category,example,diff
claudication,跛行,26,cardiovascular,Exercise & Sports Science Australia (ESSA) position statement on exercise prescr,easy
climate-controlled,气候控制的,1,physiology,Conduct exercise testing in a climate-controlled room (72° to 74° F [22.2° to 24,hard
clinical-guidelines-on-the-identification-evaluation,clinical指南-on-the-identification-evaluation,1,physiology,resource/clinical-guidelines-on-the-identification-evaluation,hard
clinician-administered,临床医师执行的,1,cardiovascular,The ACR 2010 (used as a clinician-administered or a survey questionnaire) includ,hard
clinician-observed,临床医师观察的,1,assessment,BP; perceived exertion; clinical signs/symptoms or clinician-observed symptoms; ,hard
clinicopathological,clinicopath学的,1,metabolism,Spontaneous rupture of the quadriceps tendon in patients on maintenance hemodial,hard
clinimetric,临床测量的,1,musculoskeletal,Movement disorder society- sponsored revision of the Unified Parkinson’s Disease,hard
clothing,服装,33,physiology,"Anthropometric Methods Height, Weight, and Body Mass Index Body weight should be",easy
cochrane,Cochrane系统评价,38,physiology,"Ovid Emcare, Ovid Embase, Cochrane Database of Systematic Reviews, EBSCOhost SPO",easy
cocontraction,共同收缩,1,physiology,Eccentric training may decrease cocontraction and improve net torque development,hard
cognition-intention,cognition-inten过程,1,physiology,Moderation of cognition-intention and cognition- behaviour relations: a meta-ana,hard
cognitive decline,认知下降,11,physiology,Moderate intensity aerobic PA (especially those that combine a cognitive and phy,hard
cohen-mansfield,科恩-曼斯菲尔德,1,physiology,"Guralnik JM, Leveille S, Volpato S, Marx MS, Cohen-Mansfield J.",hard
cohen-solal,cohen-sol的,1,physiology,"40. Mezzani A, Agostoni P, Cohen-Solal A, et al. Standards for the use of cardio",hard
cohort study,队列研究,9,assessment,middle-aged and older adults: a national cohort study.,hard
cold water immersion,冷水浸泡,4,rehabilitation,Cold water immersion activates two powerful reflexes in the human body.,hard
cold-induced,cold引起的,1,physiology,Facial cold-induced vasodilation and skin temperature during exposure to cold wi,hard
cold-related,cold相关的,1,physiology,It is prudent for the exercise professional to understand the different predispo,hard
cold-weather,寒冷天气,1,physiology,EXERCISE IN COLD ENVIRONMENTS Individuals exercise and work in many cold weather,hard
colenso-semple,科伦索-森普尔,1,assessment,"164. Morton RW, Colenso-Semple L, Phillips SM. Training for",hard
college-aged,college年龄的,1,physiology,"Specifically designed for college-aged adults, the Webb protocol stepping cadenc",hard
community-based,社区为基础的,5,physiology,"Safety of cardiac rehabilitation in a medically supervised, community-based prog",hard
community-dwelling,社区居住的,5,physiology,"Effect of exercise on muscle mass, fat mass, bone mass, muscular strength and ph",hard
community-residing,社区居住的,1,physiology,"strength, speed/agility, and flexibility. This battery was originally developed ",hard
compendium of physical activities,体力活动纲要,7,cardiovascular,A comprehensive catalog of absolute intensity values for various behaviors and a,hard
complicated,复杂的,1,physiology,"MI or cardiac surgery complicated by cardiogenic shock, CHF, and/or signs/sympto",hard
complicates,使复杂化,1,physiology,Method of assessment also influences results and further complicates the definit,hard
composite,复合的,1,fitness,"The best anterior, posteromedial, and posterolateral score for the right leg are",hard
composition,成分,89,fitness,"Effects of short-term strength training on body composition, muscle strength and",easy
compression garment,压力服,2,rehabilitation,Women with lymphedema should wear a well-fitting compression garment during exer,hard
computer-averaged,计算机平均的,1,physiology,Automated computer-averaged complexes should not be relied on for interpretation,hard
concentric,向心的,13,physiology,"Power was enhanced by moderate loads (30%–70% one-repetition maximum), low-to-mo",medium
concentric-only,仅向心的,1,physiology,"Between RTx, hypertrophy was enhanced by RT performed with eccentric-only con- t",hard
concurrent training,同期训练,7,fitness,There were insuffi- cient data to determine if power was affected by fatigue/ fa,hard
confidence interval,置信区间,1,assessment,Data are means (95% confidence interval).,hard
constant-load,恒定负荷,1,assessment,Effects of interval-load versus constant-load training on the BODE index in COPD,hard
continuous-flow,连续流,3,physiology,"Due to the continuous flow of the LVAD (i.e., lacking pulsatile flow), BP (i.e.,",hard
continuous-scale,连续量表,1,physiology,<10 min ≤25th percentile of age-based norms Continuous Scale Physical Performanc,hard
contraceptives,避孕药,1,metabolism,mg ∙ dL−1 (5.33 mmol ∙ L−1). Currently taking oral contraceptives. Attends 45 mi,hard
contract,收缩,1,physiology,Proprioceptive neuromuscular facilitation (PNF) methods take several forms but t,hard
contract-relax,收缩-放松,1,physiology,Proprioceptive neuromuscular facilitation (PNF) methods take several forms but t,hard
contractile,收缩性的,3,physiology,Massage and stretching reduce spinal reflex excitability without affecting twitc,hard
contractility,收缩力,1,physiology,Coronary blood flow increases due to increased myocardial oxygen demand as a res,hard
contracting,收缩,1,musculoskeletal,muscles are exercised by contracting against external,hard
contraction,收缩,42,physiology,"Compared with no exercise (control), RT significantly improved muscle strength, ",easy
contractions,收缩,12,physiology,"versus moderate-slow (>2 s) contractions, morning ver-",medium
contractor,承包商,1,physiology,"28. Contractor AS, Gordon TL, Gordon NF. Hypertension. In: Ehrman JK, Gordon PM,",hard
contracture,挛缩,4,physiology,Muscles and joints with significant tightness or contracture may require longer ,hard
contractures,挛缩,6,physiology,"spasticity, joint contractures, depression, anxiety, fatigue, obesity, dyslipide",medium
contradictory,contradict的,1,physiology,These recommendations primarily refer to the volume of PA required to prevent we,hard
contraindicated,禁忌的,6,physiology,"Given the established importance of CRF, a greater emphasis should eventually be",hard
contraindication,禁忌证,10,prescription,Box 4.1 provides a list of conditions that preclude exercise testing (absolute c,hard
contraindications,禁忌证,43,prescription,"contraindications for testing (see Box 4.1), pretest likelihood of ischemic hear",easy
contralateral,对侧的,7,physiology,The impact of RT versus CTRL on strength in the untrained contralateral limb is ,hard
contrast,对比,12,physiology,Contrast: Alternating heavy and light loads set-to-set.,medium
cool-down,整理活动,18,prescription,An appropriate cool-down/recovery period should be initiated consisting of eithe,hard
cool-downs,整理活动,3,prescription,Although cool-downs have been suggested as an integral part of any exercise sess,hard
cooper,Cooper测试,17,cardiovascular,"(2,14) 1989 Cooper Clinic 71,914 0.56 0.29 0 NR Only 4% of men and 2% of women h",medium
copd,慢性阻塞性肺疾病,77,musculoskeletal,"However, chronic obstructive pulmonary disease (COPD) and CVD are often comorbid",easy
copd-patients,COPD患者,1,musculoskeletal,"Heavy resistance training increases muscle size, strength and physical function ",hard
cord-injured,脊髓损伤的,1,physiology,Regulating intensity using perceived exertion in spinal cord-injured participant,hard
coronary artery disease,冠状动脉疾病,23,cardiovascular,Williams (21) performed a meta-analysis of 23 sex- specific cohorts reporting va,easy
corticobasal,corticobas的,1,physiology,"PD is a form of parkinsonism, a clinical syndrome including other neurodegenerat",hard
corticosteroids,皮质类固醇,2,physiology,Individuals on prolonged treatment with oral corticosteroids may experience peri,hard
cost-effectiveness,成本效益,2,physiology,"Thus, the cost-effectiveness and diagnostic value of more intensive testing rema",hard
cost-utility,cost-util性质,1,physiology,Optimizing value from cardiac rehabilitation: a cost-utility analysis comparing ,hard
counteracting,对抗,5,musculoskeletal,Counteracting Dehydration Mechanisms by which dehydration might impair strength ,hard
cpet,心肺运动试验,16,cardiovascular,"When an exercise test includes the analysis of expired gases during exercise, it",medium
cpgs,临床实践指南,1,musculoskeletal,Available from: https://actt.albertadoctors.org/CPGs/Pages/Low-Back-Pain.aspx 59,hard
cpr,心肺复苏,6,musculoskeletal,"ACSM-CPT, ACSM Certified Personal TrainerR-ball; AED, automated external defibri",medium
cpt,当前程序术语,1,musculoskeletal,"Cloud, Minnesota Alexis Batrakoulis, ACSM-CPT, ACSM-EP, EIM 2 International Obes",hard
cpx,心肺运动测试,4,musculoskeletal,"When an exercise test includes the analysis of expired gases during exercise, it",hard
cr-10,CR-10量表,2,cardiovascular,The modified Borg Category-Ratio 0–10 (CR10) scale (Figure 8.1) (133) has been u,hard
cramp,痉挛,4,cardiovascular,"The pain does not occur with standing or sitting, is reproducible from day to da",hard
cramping,痉挛,2,cardiovascular,proposed as contributing factors and may play a role in cramping in individuals ,hard
cramps,痉挛,13,cardiovascular,Medical Considerations: Exertional Heat Illnesses Heat illnesses lie on a contin,medium
criterion-referenced,标准参照的,6,cardiovascular,"Age- and gender-specific, criterion-referenced standards are available, which al",hard
criterion-related,criterion相关的,2,cardiovascular,Criterion-related validity of the distance- and time-based walk/run field tests ,hard
cross-bridge,横桥,1,physiology,Cross-bridge mechanisms of muscle weakness in multiple sclerosis.,hard
cross-country,越野的,2,cardiovascular,Skiing cross-country —,hard
cross-education,交叉教育,3,cardiovascular,"The impact of unilateral RT on the untrained, con- tralateral limb (i.e., cross-",hard
cross-sectional study,横断面研究,1,cardiovascular,End criteria for reaching maximal oxygen uptake must be strict and adjusted to s,hard
cross-validation,cross-valida过程,1,cardiovascular,Cross-validation of generalised body composition equations with diverse young me,hard
csepguidelines,运动处方指南,2,physiology,Available from: https://csepguidelines.ca/adults- 65/#resourceshttps National Co,hard
current-guidelines,当前指南,3,physiology,Current guidelines place a heavy emphasis on preventive measures and early inter,hard
cva,脑血管意外,2,musculoskeletal,INDIVIDUALS WITH A CEREBROVASCULAR ACCIDENT (STROKE) When blood flow to a region,hard
cyanosis,cyanosis症,2,cardiovascular,"Signs of poor perfusion: light-headedness, confusion, ataxia, pallor, cyanosis,",hard
cystitis,cystitis炎,1,physiology,"cystitis bladder syndrome, chronic pelvic pain, temporomandibular joint disorder",hard
daily undulating periodization,每日波动周期化,1,prescription,Effects of linear periodization versus daily undulating periodization on neuromu,hard
damp,阻尼,1,physiology,These injuries may occur due to actual immersion or by the creation of a damp en,hard
